"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.14617,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.0757,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.04098,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.02701,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.01826,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.00792,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.00755,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.02599,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.08073,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.17544,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.30077,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.43423,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.54324,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.61221,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.64234,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.6478,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.64659,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-06",99.65112,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-07",99.66265,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.69865,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.7532,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.8186,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-11",99.8857,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-12",99.95657,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.0278,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.0852,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.0958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.056,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-05",99.98505,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-06",99.90425,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-07",99.82448,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.5279,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.6257,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.6722,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.6778,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.6564,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.6179,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.5654,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.5064,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.4529,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.4087,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.3779,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.3487,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.3023,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.2342,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.1576,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.0946,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.0667,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.0804,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.1233,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.1898,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.2869,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.4183,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.5723,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.7261,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.8605,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.9647,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.0324,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.0621,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.0593,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.0506,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.0523,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.0775,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.1317,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.207,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.2953,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.3889,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.4762,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.5559,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.6259,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.6781,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.7011,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.684,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.6236,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.529,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.4274,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.3303,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.2329,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.1358,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.035,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.9213,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.7841,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.6054,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.3595,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.0174,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.55921,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.97307,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.26431,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.47504,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.70248,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2008-12",96.04485,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.57205,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-02",95.32684,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.33833,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-04",95.59521,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.02794,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-06",96.56542,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.14429,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.71609,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.24865,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.71975,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.12453,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.46855,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.75034,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-02",99.9616,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.1117,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.1951,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.218,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.2102,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-07",100.2099,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-08",100.2464,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.326,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.4405,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.5791,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.7135,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.8125,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.8494,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.8076,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.6903,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.5091,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.2791,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.029,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.7927,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.62167,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.54642,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.5594,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.63093,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.71847,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.77987,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.79086,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.74562,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.65485,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.54547,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.45141,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.39178,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.38007,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.40845,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.46831,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.55762,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.66986,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.79331,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.91384,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.0384,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.1718,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.3001,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.4163,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.52,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.6072,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.6742,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.7246,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.7528,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.7607,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.7624,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.7623,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.7511,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.7256,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.6888,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.6439,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.598,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.5581,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.5242,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.4989,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.4763,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.4518,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.4217,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.3872,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.3475,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.2965,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.2311,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.1373,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.0219,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.90203,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.79361,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.6932,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.59642,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.50787,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.43454,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.38302,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.34829,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.32487,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.31232,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.31924,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.35361,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.42197,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.51743,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.6282,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.73852,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.82664,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.88773,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.92712,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.95371,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.98048,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.011,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.0436,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.0833,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.1231,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.1572,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.1796,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.1896,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.1841,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.1604,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.1061,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.0291,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-05",99.94117,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-06",99.84711,
"G-7","CLI","AMPLITUD","LTRENDIDX","M","2018-07",99.75492,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-01",99.81298,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-02",99.86575,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-03",99.90254,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-04",99.93078,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-05",99.95155,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-06",99.96777,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-07",99.98032,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-08",99.9896,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-09",99.9961,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-10",99.99302,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-11",99.97589,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2004-12",99.94169,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.88988,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.82313,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.75447,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.69989,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.67287,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.68702,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.74335,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.83611,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.96135,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.1097,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.2725,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.443,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.6097,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.7619,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.8946,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.0096,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.1062,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.1905,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.2703,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.3552,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.449,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.5544,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.6679,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.7824,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.887,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.9783,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-03",102.0563,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.1193,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.1626,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.1722,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.1412,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.0746,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.9868,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.8876,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.7757,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.6541,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.5218,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.3678,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.1805,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.946,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.6452,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.2642,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.79577,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.23946,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.60227,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.91418,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.24747,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-12",96.6869,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.29843,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.10625,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.12836,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.3555,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.74432,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.23508,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.76887,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-08",98.29787,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.79166,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.22231,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.58096,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.86891,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.0985,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.2852,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.4447,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.5825,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.7049,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.8333,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-07",100.9846,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.16,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.3497,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.538,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.7044,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.831,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.9027,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.9073,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.8368,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.6939,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.4897,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.2308,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.9326,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.6173,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.3257,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.0892,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.91324,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.78724,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.68956,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.60166,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.49824,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.367,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.21233,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.04409,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.8806,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.74054,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.64153,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.59737,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-11",98.61243,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-12",98.67581,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-01",98.76739,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-02",98.86559,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.95876,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.05444,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.16949,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.30879,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.46889,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.6456,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.82323,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.98578,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.1271,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.2421,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.3289,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.3767,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.3906,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.3689,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.3139,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.2393,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.1596,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.0876,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.0425,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.034,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.0628,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.1218,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.1975,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.2691,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.3254,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.3575,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.3662,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.3619,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.3511,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.3414,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.3389,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.3358,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.3211,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.2857,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.2273,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.1466,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.0623,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.98618,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.92281,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.87885,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.85642,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.85863,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.88818,
