"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.668,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.7777,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.8075,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.7725,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.6897,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.5904,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.5029,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.4525,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.4333,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.4414,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.4676,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.5041,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.5245,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.5103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.4469,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.3387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.2259,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.1492,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.113,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.0958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.105,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.146,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.219,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.3065,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.4017,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.5199,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.6509,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.7826,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.9019,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.0365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.175,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.3004,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.4119,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.5093,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.5981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.68,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.7558,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.8253,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.8802,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.9109,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.9183,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.8847,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.802,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.6774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.5218,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.3251,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.0711,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.7705,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.4419,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.1012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",99.74927,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.32336,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",98.8057,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",98.19215,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",97.50944,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",96.79385,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",96.07011,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",95.3968,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",94.88986,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",94.63499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",94.63595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.90506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.4292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.19016,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",97.09811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.08404,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.09309,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.0706,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",100.9354,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.6367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",102.1297,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",102.4252,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",102.5549,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",102.5459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",102.4161,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",102.1931,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.9072,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.6012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.3117,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.0809,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.9165,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.8053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.7342,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.688,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.6459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.5908,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.4887,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.3199,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0935,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.78764,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.42744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.03151,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",98.64828,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",98.32796,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",98.10754,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",97.9981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",97.98957,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",98.02913,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",98.09186,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.15778,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.22555,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.32969,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.48078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.66807,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.88808,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.11053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.30785,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.47338,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.63316,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.77779,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.93501,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.1183,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.3431,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.6176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.9329,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",101.2461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",101.515,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.7135,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.8481,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.9293,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.9841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",102.0311,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",102.0699,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",102.0939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",102.0811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",102.0271,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",101.9235,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",101.7808,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",101.6165,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",101.4594,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",101.313,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",101.1832,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",101.0742,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.9934,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.9349,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.8933,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.8623,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.8214,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.7492,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.6499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.538,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.4344,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.336,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.2323,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.0997,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.9476,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.79417,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.64432,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.5227,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.4491,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.45341,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.56738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.75532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.94257,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.1087,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.25,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.349,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.413,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.4365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.4259,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.4234,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.416,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.3883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.3157,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.1877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.0195,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-11",99.84563,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-12",99.7089,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-01",99.61222,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-02",99.51635,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-03",99.40939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-04",99.31004,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-05",99.2229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-06",99.11819,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2018-07",99.00927,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-01",101.6447,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-02",101.5778,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-03",101.4409,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-04",101.2423,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-05",101.024,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.8511,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.7397,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.682,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.6475,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.6003,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.5427,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.4623,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.3791,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.329,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.341,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.394,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.468,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.5545,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.613,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.6182,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.5664,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.5043,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.4769,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.495,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.5612,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.6717,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.8177,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.9827,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.1253,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.2139,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.2588,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.3219,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.4627,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.7039,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",102.0265,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",102.3707,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.7,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",103.0087,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",103.3113,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",103.5755,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",103.759,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",103.8427,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",103.8294,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",103.7481,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",103.5797,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",103.309,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.9536,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.5269,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",102.0186,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.4094,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.7102,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.88536,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",98.92062,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",97.83212,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",96.68457,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",95.55864,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",94.57719,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",93.84153,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",93.43527,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",93.40635,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",93.75022,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.42374,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.29905,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.29053,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",97.33916,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.39934,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.38615,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.207,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",100.8428,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.3088,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",101.6209,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.7487,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.7067,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.5417,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.3221,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.058,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.772,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.5242,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-07",100.3773,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-08",100.3473,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.416,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.5515,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.6957,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.8109,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.9017,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.9811,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.0501,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.0767,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.0638,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.0109,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.9097,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.7539,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.563,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.3693,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.2149,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.1077,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-01",100.0669,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-02",100.0881,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-03",100.1212,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.1489,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.19,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.2384,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-07",100.2982,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.3617,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.4261,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.5137,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.6238,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.7431,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.8503,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.9256,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.9859,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-04",101.0389,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-05",101.101,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-06",101.1696,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-07",101.2399,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-08",101.2846,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-09",101.3067,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.315,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.3162,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.3009,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.2646,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-02",101.2173,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-03",101.1757,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-04",101.1372,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-05",101.0931,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-06",101.038,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.973,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.892,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.785,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.6696,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.5603,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.4544,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.3602,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.296,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.2787,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.2669,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.2352,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.1769,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.0908,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.0029,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.93595,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.8904,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.86121,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.83891,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.82779,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.84126,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.88742,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.94549,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.0105,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.0828,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.1607,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.2289,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.2915,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.3501,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.4082,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.4375,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.4376,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.4268,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.4112,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.3841,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.3444,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.2726,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.1451,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.95932,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.72598,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.48274,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-11",99.26612,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2017-12",99.08498,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-01",98.96319,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-02",98.91609,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-03",98.96661,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-04",99.09216,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-05",99.28126,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-06",99.56151,
"CHN","CLI","AMPLITUD","LTRENDIDX","M","2018-07",99.87925,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.4737,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.5647,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.6031,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.6006,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.5726,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.5288,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.4749,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.4185,
